,Open,High,Low,Close,Volume,TradingDate
0,4538.0,4614.0,4538.0,4607.0,71750,2020-01-16
1,4652.0,4747.0,4550.0,4614.0,220340,2020-01-17
2,4620.0,4747.0,4620.0,4690.0,159510,2020-01-20
3,4747.0,4797.0,4690.0,4753.0,137080,2020-01-21
4,4791.0,4791.0,4683.0,4753.0,110550,2020-01-22
5,4683.0,4734.0,4557.0,4569.0,150050,2020-01-30
6,4557.0,4614.0,4285.0,4285.0,348480,2020-01-31
7,4272.0,4272.0,3987.0,4019.0,675170,2020-02-03
8,3861.0,4139.0,3861.0,4069.0,251200,2020-02-04
9,4101.0,4171.0,4069.0,4126.0,134820,2020-02-05
10,4133.0,4392.0,4126.0,4335.0,168890,2020-02-06
11,4335.0,4399.0,4304.0,4304.0,123250,2020-02-07
12,4310.0,4310.0,4114.0,4240.0,153500,2020-02-10
13,4291.0,4291.0,4177.0,4177.0,125050,2020-02-11
14,4234.0,4272.0,4177.0,4234.0,233560,2020-02-12
15,4209.0,4253.0,4183.0,4228.0,119150,2020-02-13
16,4247.0,4367.0,4221.0,4272.0,228250,2020-02-14
17,4335.0,4367.0,4304.0,4335.0,124700,2020-02-17
18,4348.0,4544.0,4304.0,4506.0,281530,2020-02-18
19,4588.0,4588.0,4455.0,4462.0,96910,2020-02-19
20,4462.0,4525.0,4462.0,4468.0,138630,2020-02-20
21,4462.0,4468.0,4272.0,4304.0,215870,2020-02-21
22,4240.0,4240.0,4044.0,4057.0,362710,2020-02-24
23,4050.0,4114.0,4050.0,4082.0,184250,2020-02-25
24,4063.0,4063.0,3981.0,3987.0,262700,2020-02-26
25,4000.0,4057.0,3968.0,4031.0,101310,2020-02-27
26,4025.0,4025.0,3937.0,3937.0,188890,2020-02-28
27,3943.0,3981.0,3937.0,3943.0,121260,2020-03-02
28,3981.0,4044.0,3943.0,4044.0,160080,2020-03-03
29,4000.0,4082.0,3962.0,4050.0,77740,2020-03-04
30,4107.0,4114.0,4019.0,4050.0,187400,2020-03-05
31,4050.0,4323.0,4050.0,4272.0,409800,2020-03-06
32,4000.0,4082.0,3974.0,3974.0,263120,2020-03-09
33,3861.0,3987.0,3861.0,3968.0,121740,2020-03-10
34,4107.0,4107.0,3772.0,3861.0,240160,2020-03-11
35,3734.0,3734.0,3595.0,3595.0,280350,2020-03-12
36,3348.0,3544.0,3348.0,3348.0,563980,2020-03-13
37,3348.0,3443.0,3291.0,3291.0,418510,2020-03-16
38,3228.0,3304.0,3114.0,3291.0,264180,2020-03-17
39,3291.0,3380.0,3266.0,3291.0,170410,2020-03-18
40,3259.0,3285.0,3164.0,3196.0,276040,2020-03-19
41,3196.0,3228.0,3069.0,3069.0,288290,2020-03-20
42,3013.0,3013.0,2861.0,2861.0,236420,2020-03-23
43,2696.0,2766.0,2664.0,2690.0,596430,2020-03-24
44,2690.0,2804.0,2690.0,2734.0,355180,2020-03-25
45,2785.0,2791.0,2715.0,2734.0,229160,2020-03-26
46,2690.0,2753.0,2677.0,2690.0,287240,2020-03-27
47,2538.0,2563.0,2506.0,2506.0,599440,2020-03-30
48,2468.0,2532.0,2335.0,2342.0,447920,2020-03-31
49,2291.0,2500.0,2291.0,2500.0,273010,2020-04-01
50,2639.0,2671.0,2633.0,2671.0,429810,2020-04-03
51,2778.0,2854.0,2772.0,2854.0,821150,2020-04-06
52,2899.0,3050.0,2842.0,2892.0,517520,2020-04-07
53,2880.0,2911.0,2785.0,2892.0,338340,2020-04-08
54,2911.0,3069.0,2848.0,2987.0,548710,2020-04-09
55,2987.0,3000.0,2899.0,2911.0,336920,2020-04-10
56,2911.0,2975.0,2911.0,2975.0,365370,2020-04-13
