,Unnamed: 0,Open,High,Low,Close,Volume,TradingDate,H-L,O-C,ME_7,ME_14,ME_21,ME_28,SMA_7,SMA_14,SMA_21,SMA_28,GM,SD_7,SD_14,SD_21,SD_28,Ske_7,Ske_14,Ske_21,Ske_28,RANK_7,RANK_14,RANK_21,RANK_28,VAR_7,VAR_14,VAR_21,VAR_28,Kur_7,Kur_14,Kur_21,Kur_28,AR
227,227,32724.0,34087.0,32496.0,34087.0,1334720,2009-11-18,1591.0,-1363.0,32724.0,33368.0,34314.0,36058.0,32983.28571428572,33735.857142857145,35043.90476190476,35817.07142857143,34395.02976190476,621.2958807432814,1185.9104167194337,2297.010381011864,2440.228646369203,0.8872245060298625,0.8530473900229336,0.7861653243867258,0.12576860436140944,7.0,9.0,9.0,9.0,386008.5714285697,1406383.5164836606,5276256.6904762685,5954715.846560874,0.3714369846369777,-0.04764464821973208,-0.19348718263558518,-1.214279532418289,-1.1672780630961115
228,228,35678.0,35678.0,35223.0,35678.0,2399030,2009-11-19,455.0,0.0,33178.0,33368.0,34314.0,35981.5,33405.28571428572,33708.71428571428,34838.19047619047,35716.892857142855,34417.27083333333,1173.578532280038,1131.786975645993,2006.1837557673634,2383.6518254838106,1.3727043714582867,0.7436714294494238,0.6908422566561686,0.2149935022505669,7.0,13.0,13.0,13.0,1377286.571428568,1280941.7582419033,4024773.261904844,5681796.025132303,1.8486124138790614,-0.28410123220651445,-0.061238587411964696,-1.0464505517368217,inf
229,229,35451.0,35905.0,34314.0,34542.0,1159690,2009-11-20,1591.0,909.0,33178.0,33368.0,34314.0,35791.5,33567.71428571428,33708.642857142855,34592.80952380953,35608.607142857145,34369.44345238095,1249.7438023165255,1131.7303026879342,1669.2834875792819,2364.95788607537,0.7628314421812304,0.7438749334939163,0.32888946520695983,0.34396458680381753,6.0,12.0,12.0,12.0,1561859.571428567,1280813.478022123,2786507.36190485,5593025.802910082,-0.5218523177756559,-0.28330564271642195,-1.0960704764102314,-0.9296981399566088,1.7502750275027503
230,230,34087.0,34087.0,32951.0,32951.0,1140900,2009-11-23,1136.0,1136.0,32951.0,33368.0,34240.0,35110.5,33535.28571428572,33703.142857142855,34358.23809523809,35443.5,34260.04166666667,1264.4007426821743,1135.4734598492926,1524.537303733918,2383.9627218686305,0.8241129325082174,0.7461654642900363,0.3246621629902889,0.4823219658529783,4.0,5.0,5.0,5.0,1598709.238095234,1289299.9780221232,2324213.9904762846,5683278.259259289,-0.5639007208323796,-0.30203802460239315,-1.353053369218064,-0.837321288399016,1.0
231,231,33178.0,33405.0,32042.0,32269.0,746550,2009-11-24,1363.0,909.0,32951.0,33291.5,34087.0,34542.5,33470.28571428572,33627.28571428572,34134.52380952381,35243.21428571428,34118.82738095238,1323.3779649424553,1196.1031231958355,1466.1607558193816,2407.402463039292,0.7745926010121672,0.7086517360810293,0.403856599357432,0.6051488141499666,1.5,1.5,1.5,1.5,1751329.2380952341,1430662.6813188319,2149627.3619048605,5795586.619047649,-0.7809576247571706,-0.5083299130868879,-1.2754052378752923,-0.6610757060953585,1.4994499449944994
232,232,30678.0,31815.0,30678.0,30678.0,1128640,2009-11-25,1137.0,0.0,32951.0,33064.5,33405.0,34428.0,33243.0,33372.857142857145,33863.90476190476,35007.78571428572,33871.88690476191,1658.3192294207595,1414.627097215373,1556.3576036619254,2521.4796854689976,-0.0517095285235788,0.24461857338795925,0.15311064797890953,0.5718010864748677,1.0,1.0,1.0,1.0,2750022.666666662,2001169.824175992,2422248.990476291,6357859.804232836,-0.27737811922715705,0.09954973616942973,-0.5056681688178126,-0.4579863813779877,inf
233,233,29315.0,29542.0,29315.0,29315.0,778070,2009-11-26,227.0,0.0,32951.0,32837.5,33331.0,34277.0,32788.57142857143,32902.142857142855,33513.95238095238,34691.17857142857,33473.96130952381,2233.300013966092,1592.4740721060018,1713.5515888408931,2661.1078040374514,-0.41361941593882473,-0.6071409380577486,-0.4732256513212092,0.41464474380463573,1.0,1.0,1.0,1.0,4987628.952380947,2535973.6703298716,2936259.047619149,7081494.744709028,-0.7571529191152031,1.163962363847912,0.5947977608943064,-0.02354598349643241,inf
234,234,27951.0,30678.0,27951.0,29542.0,1369500,2009-11-27,2727.0,-1591.0,32269.0,32724.0,33178.0,34163.5,32139.285714285714,32561.285714285714,33203.666666666664,34317.75,33055.49702380953,2443.6679885154676,1768.056448305831,1816.694617522008,2622.180851250863,0.24867683874998028,-0.42158033094522096,-0.5543337514652491,0.2640576044891095,2.0,2.0,2.0,2.0,5971513.238095231,3126023.6043958296,3300379.3333334345,6875832.4166667,-1.4180624317610522,0.19910452766256206,0.32238923333323977,0.11305150387181549,-1.7140163419233188
235,235,29997.0,30906.0,29088.0,30678.0,475780,2009-11-30,1818.0,-681.0,30678.0,32610.0,33028.0,33746.0,31425.0,32415.14285714286,32947.47619047619,33984.892857142855,32693.127976190477,1909.2104825468193,1836.7946100641398,1772.8656920096519,2461.0129401933214,0.5879053026568704,-0.1936865500525062,-0.5042350323843684,0.1396727481524514,3.5,3.5,3.5,3.5,3645084.666666659,3373814.439560675,3143052.761904862,6056584.691798977,-0.7166780813811477,-0.3818571973166541,0.013805611640063225,-0.024114492421182288,-2.6696035242290748
236,236,30906.0,31815.0,30678.0,30906.0,420490,2009-12-01,1137.0,0.0,30678.0,32382.5,32951.0,33368.0,30905.571428571428,32236.64285714286,32774.28571428572,33671.0,32396.875,1325.1124300907245,1854.541436463658,1786.80007675336,2257.8524703305607,0.4521907033942839,0.08781080027797485,-0.29185027285769655,-0.11327692784698361,5.0,5.0,5.0,5.0,1755922.952380945,3439323.9395606886,3192654.514285813,5097897.777777816,-0.7348564669271263,-0.5111180587954839,-0.2372194577561513,-0.6006822566101485,inf
237,237,29997.0,30678.0,29542.0,29542.0,399160,2009-12-02,1136.0,455.0,30678.0,32269.0,32724.0,33254.5,30418.571428571428,31976.928571428572,32608.285714285714,33373.32142857143,32094.276785714283,1044.9006104478437,1963.9410324959217,1919.0846032121178,2232.0916457617523,0.7763194746480069,0.2980019425362337,-0.21217224487255704,-0.20307139078727773,2.5,2.5,2.5,2.5,1091817.2857142766,3857064.379121147,3682885.714285812,4982233.115079408,0.2583717319716591,-0.7185823942936523,-0.6571182176038007,-0.7717999900825326,2.4967032967032967
238,238,29088.0,29997.0,28406.0,29088.0,253540,2009-12-03,1591.0,0.0,29542.0,31587.5,32724.0,33103.0,29964.14285714286,31717.214285714286,32406.238095238095,33091.92857142857,31794.880952380954,758.4744400376754,2093.677448472435,2057.5534234804904,2258.749685745897,0.24947474097265476,0.44268353097826224,-0.12461439365294265,-0.2243280284495613,1.0,1.0,1.0,1.0,575283.4761904653,4383485.2582420455,4233526.090476286,5101950.142857187,-2.3871779287599693,-0.829608253927968,-0.9110755895324717,-0.8353909009707625,inf
239,239,29088.0,29769.0,28633.0,29542.0,492410,2009-12-04,1136.0,-454.0,29542.0,30792.0,32496.0,32989.5,29801.85714285714,31522.428571428572,32182.52380952381,32848.392857142855,31588.800595238095,699.5185078731878,2164.0634397884164,2103.1011535123207,2260.8352166808118,1.0135382403243156,0.6242013354656931,0.06118402912983535,-0.14928802068582833,4.0,4.0,4.0,4.0,489326.14285713114,4683170.571428873,4423034.461904854,5111375.876984173,-0.7125234445033882,-0.8492618975440449,-0.9956539354353678,-0.9274868258509861,-2.502202643171806
240,240,29997.0,30906.0,29542.0,30906.0,758630,2009-12-07,1364.0,-909.0,29542.0,30792.0,32269.0,32837.5,30029.14285714286,31408.85714285714,31944.47619047619,32642.75,31506.306547619046,769.8968391006232,2150.7204823981433,1937.0515382675933,2160.5648202709963,0.22555970338220308,0.8104604478425592,0.07992658383431964,-0.11125656877369963,6.5,8.5,8.5,8.5,592741.142857131,4625598.593406903,3752168.661904849,4668040.342592642,-2.3276466944066145,-0.5718314134856094,-0.999816941541515,-0.9795571037610212,-1.5005500550055006
241,241,31133.0,31133.0,29769.0,30224.0,556070,2009-12-08,1364.0,909.0,30224.0,30678.0,32269.0,32724.0,30126.571428571428,31132.928571428572,31749.714285714286,32434.39285714286,31360.901785714286,740.569793502008,2024.8135133232875,1891.9856273993726,2099.452774190992,-0.2321722057672598,1.2257409525992522,0.2782556345655404,-0.032225308239419194,4.0,6.0,6.0,6.0,548443.6190476068,4099869.763736595,3579609.614285798,4407701.951058253,-1.9438272280049382,0.693375744629907,-0.8180916137598213,-1.0207698227345585,1.5005500550055006
242,242,29088.0,29542.0,28860.0,29088.0,699800,2009-12-09,682.0,0.0,29542.0,30451.0,30906.0,32610.0,29899.428571428572,30662.214285714286,31576.571428571428,32185.464285714286,31080.919642857145,785.7121731573268,1610.5507504517166,1963.39164639736,2066.8524734062303,0.4396942437671302,1.2893616270848225,0.39774610312930264,-0.026940481675233014,1.5,1.5,1.5,1.5,617343.619047609,2593873.7197805876,3854906.7571429363,4271879.146825451,-1.7708070666042217,1.2708281804045956,-0.8562694740653991,-1.1125908520067,inf
243,243,29088.0,29088.0,27724.0,27724.0,722250,2009-12-10,1364.0,1364.0,29542.0,29883.0,30906.0,32382.5,29444.85714285714,30175.214285714286,31306.04761904762,31941.928571428572,30717.01190476191,998.0747180733204,1358.1763326423625,2086.389764070731,2177.5517671028524,-0.37377907684015704,0.46226065291604534,0.37879356378136453,-0.05380671406116046,1.0,1.0,1.0,1.0,996153.142857138,1844642.9505498572,4353022.2476191195,4741731.6984127555,1.056299722918824,0.4464421196287388,-0.5797292800868217,-0.9069303870405163,1.0
244,244,27042.0,27270.0,26361.0,26361.0,562780,2009-12-11,909.0,681.0,29088.0,29542.0,30678.0,32269.0,28990.428571428572,29704.5,30981.428571428572,31703.821428571428,30345.044642857145,1529.276501829417,1460.2843637721276,2299.965294769232,2406.8306200474394,-0.726450930654378,-0.6733929735373398,0.17495832578958276,-0.22009538721256636,1.0,1.0,1.0,1.0,2338686.619047619,2132430.4230773677,5289840.35714292,5792833.633597942,0.2523611945612231,1.2713282328461721,-0.15287118774304082,-0.5567447056961656,1.3348017621145374
245,245,26815.0,27497.0,26361.0,27497.0,540180,2009-12-14,1136.0,-682.0,29088.0,29542.0,30678.0,31587.5,28763.14285714286,29363.64285714286,30732.52380952381,31495.464285714286,30088.693452380954,1627.4374978854985,1369.7675606942012,2383.2799797558023,2511.0171243297623,-0.1921133781652396,-0.8901692905862987,0.31055326190687016,-0.12351282127750052,2.0,2.0,2.0,2.0,2648552.8095238116,1876263.1703301424,5680023.461904818,6305206.998677309,-1.205505588362388,0.278600232269962,-0.23879900943623927,-0.737431448543839,-1.6656891495601174
246,246,27724.0,28633.0,27497.0,28406.0,925580,2009-12-15,1136.0,-682.0,28406.0,29428.5,30224.0,30906.0,28600.85714285714,29201.35714285714,30548.571428571428,31287.10714285714,29909.473214285714,1593.104561181452,1336.2477089076428,2407.7148413262953,2516.886279443482,0.19487213909020584,-0.6499703530129615,0.4908214509124185,0.019950440249845963,4.0,4.0,4.0,4.0,2537982.142857147,1785557.939560925,5797090.757142907,6334716.543650855,-0.8734241065070585,0.05375913405640114,-0.1858813865625419,-0.7659935867589299,-1.6656891495601174
247,247,28406.0,28406.0,27042.0,27042.0,994650,2009-12-16,1364.0,1364.0,27724.0,29315.0,29542.0,30792.0,28048.85714285714,29039.0,30288.85714285714,30970.571428571428,29586.821428571428,1304.5635832941043,1454.2543423721283,2480.210662135672,2471.525925843479,0.5703747095183493,-0.4055825312684424,0.6146424069980391,-0.025091924570666342,2.0,2.0,2.0,2.0,1701886.1428571532,2114855.692308191,6151444.928571469,6108440.402116465,-0.11295970449876477,-0.8360079938550145,-0.08787069001901496,-0.8693065393056496,1.0
248,248,27042.0,27497.0,25906.0,27270.0,658370,2009-12-17,1591.0,-228.0,27497.0,29088.0,29542.0,30678.0,27626.85714285714,28876.714285714286,29964.238095238095,30719.0,29296.70238095238,898.155596870883,1519.1283648893868,2403.1602090739225,2477.0916040419015,0.42422373973803557,-0.12534740884084794,0.7987120016757748,0.0732986644856203,3.0,3.0,3.0,3.0,806683.4761904919,2307750.989011502,5775178.99047622,6135982.81481488,0.07012081618039759,-1.2759900075851198,0.4982613305923282,-0.8576693126031936,-6.978070175438597
249,249,28179.0,28633.0,27951.0,28633.0,1523960,2009-12-18,682.0,-454.0,27497.0,28860.5,29542.0,30451.0,27561.85714285714,28730.64285714286,29628.761904761905,30572.89285714286,29123.53869047619,783.9973274978851,1428.199867888906,2028.1182141276201,2475.099569105088,-0.03030121034861289,0.02797470493583596,0.631167347063088,0.21934067138906949,7.0,7.0,7.0,7.0,614651.8095238261,2039754.8626378886,4113263.4904762073,6126117.876984193,-0.47796855270079563,-0.951703681368363,0.4354884397384729,-0.812225295953555,-1.502202643171806
250,250,29997.0,29997.0,29542.0,29997.0,634470,2009-12-21,455.0,0.0,27497.0,28860.5,29542.0,30110.5,27886.571428571428,28665.714285714286,29412.333333333332,30451.178571428572,29103.9494047619,1214.733558871093,1339.6117364356494,1692.2956695959904,2413.7047144198823,0.7171647982032963,-0.10479634999386742,0.1610532438279287,0.3345933422002565,7.0,12.0,14.0,14.0,1475577.6190476313,1794559.604396136,2863864.6333333417,5825970.448412766,0.23977206542020751,-0.9116187466662409,-0.2034618414047407,-0.5707847684352793,inf
251,251,31133.0,31360.0,29997.0,31360.0,1837390,2009-12-22,1363.0,-227.0,28406.0,28860.5,29542.0,30110.5,28600.714285714286,28795.571428571428,29336.571428571428,30386.25,29279.776785714283,1582.2348871438912,1508.5523735478273,1556.0848168216482,2361.5246428714136,0.9563562829011262,0.11821598197377861,-0.17282185270318248,0.38698459558468784,7.0,14.0,20.0,20.0,2503467.238095242,2275730.2637367835,2421399.9571428625,5576798.638888957,-0.017076540243289882,-0.9144532293591814,-0.5861060530848955,-0.3530830563319719,-6.004405286343612
252,252,32269.0,32724.0,31815.0,32724.0,1355850,2009-12-23,909.0,-455.0,28633.0,28860.5,29542.0,30110.5,29347.428571428572,29055.285714285714,29358.238095238095,30386.25,29536.800595238095,2117.4287754367597,1839.4649903028724,1601.4630156441945,2361.5246428714136,0.6022894895318404,0.4412919788519869,-0.019701031989668327,0.38698459558468784,7.0,14.0,21.0,24.0,4483504.619047616,3383631.450549946,2564683.7904761974,5576798.638888957,-0.8848180107070867,-0.5022955329579442,-0.31098812024786265,-0.3530830563319719,-1.9978021978021978
253,253,32042.0,33633.0,31360.0,33178.0,1146710,2009-12-24,2273.0,-1136.0,29997.0,28860.5,29542.0,30110.5,30029.14285714286,29315.0,29477.285714285714,30418.714285714286,29810.035714285714,2497.8282853024807,2144.810732191432,1786.6850070131911,2394.3852045852136,0.04145899747481706,0.4886462162476351,0.2822725148769827,0.37129242029324644,7.0,14.0,21.0,25.0,6239146.142857132,4600213.076923548,3192243.3142857268,5733080.507936575,-1.8566732809318665,-0.8274402347148394,-0.18173154185380316,-0.4719478093673769,-2.000880281690141
254,254,33860.0,34769.0,33860.0,34769.0,1354480,2009-12-25,909.0,-909.0,31360.0,28860.5,29542.0,30110.5,31133.0,29590.928571428572,29737.0,30499.89285714286,30240.20535714286,2659.8432284629057,2571.3165279314862,2126.079584587563,2503.46814756511,-0.17454622369336767,0.7416059042587407,0.6124786121454366,0.40654437216234257,7.0,14.0,21.0,27.0,7074765.999999973,6611668.686813634,4520214.400000025,6267352.765873083,-1.0915949858713645,-0.46717965782002624,0.2556203240236375,-0.6132190979450965,-1.0
255,255,34087.0,34996.0,33405.0,34769.0,1275910,2009-12-28,1591.0,-682.0,32724.0,28860.5,29542.0,30110.5,32204.285714285714,29915.571428571428,29985.904761904763,30524.25,30657.502976190477,2334.97863761003,2920.5878679652683,2391.5085386584396,2542.6717593755575,-0.40507392436688977,0.6145493338681448,0.5987647652519817,0.43386980334407077,6.5,13.5,20.5,26.5,5452125.238095191,8529833.494505912,5719313.090476226,6465179.675925993,-1.0918823522590735,-1.0958150740236963,-0.22609938509083816,-0.6145895593658199,-2.332844574780059
256,256,34314.0,34769.0,33633.0,33633.0,936260,2009-12-29,1136.0,681.0,33178.0,29315.0,29542.0,30110.5,32918.57142857143,30240.214285714286,30126.619047619046,30451.214285714286,30934.154761904763,1752.544137070703,3070.288565204704,2517.863766691735,2415.3343508622347,-0.6795463964507304,0.318453584112992,0.49436087778358057,0.30145222710457187,5.0,12.0,19.0,25.0,3071410.952380895,9426671.87362676,6339637.94761909,5833840.026455093,-0.33083482767425,-1.6215442371770359,-0.700530255796483,-0.7838494478613606,1.6681350954478709
257,257,33633.0,34996.0,33633.0,34996.0,1001220,2009-12-30,1363.0,-1363.0,33633.0,30678.5,29542.0,30110.5,33632.71428571428,30759.64285714286,30321.380952380954,30467.428571428572,31295.29166666667,1331.5777251423106,3223.1806223319477,2730.3810993374345,2445.152944221483,-0.7032102109129086,0.036931738730228654,0.46291501520029993,0.3384762830054105,7.0,14.0,21.0,28.0,1773099.2380951708,10388893.32417616,7454980.947619097,5978772.920634987,-0.32457770962496185,-1.7605615640073449,-0.9978533360508262,-0.7284616820777106,-1.0
258,258,35678.0,35905.0,34769.0,35451.0,1098480,2009-12-31,1136.0,227.0,34769.0,32042.0,29997.0,30110.5,34217.142857142855,31408.928571428572,30602.761904761905,30556.714285714286,31696.386904761905,1031.877807457712,3184.2687716162377,2942.299235372951,2581.0671903826733,-0.41694569994656483,-0.16246779962661345,0.34567556970970387,0.4275382257368332,7.0,14.0,21.0,28.0,1064771.809523735,10139567.609890385,8657124.790476251,6661907.841269907,-1.6443223565435858,-1.745145377314584,-1.2589818253147673,-0.7155914644580745,5.004405286343612
259,259,36360.0,37041.0,36360.0,37041.0,1089130,2010-01-04,681.0,-681.0,34769.0,32951.0,30224.0,30110.5,34833.857142857145,32090.64285714286,30981.47619047619,30727.14285714286,32158.27976190476,1256.3816337099668,3301.8076775549252,3234.8646589779974,2842.613986304215,0.5552134908095173,-0.28476532980569336,0.3114167072195873,0.5908201003000438,7.0,14.0,21.0,28.0,1578494.809523725,10901933.939560648,10464349.361904835,8080454.27513234,0.8695129261918687,-1.322448451632037,-1.2020018653128464,-0.5087249091085603,-1.0
260,260,38859.0,38859.0,37950.0,38859.0,2041850,2010-01-05,909.0,0.0,34996.0,33405.5,30906.0,30110.5,35645.42857142857,32837.28571428572,31425.14285714286,31019.321428571428,32731.794642857145,1747.395381431323,3575.0691102211263,3640.993233799195,3231.2515526589555,1.142595663134809,-0.25951434542168733,0.37536174427997154,0.7450275328140247,7.0,14.0,21.0,28.0,3053390.619047519,12781119.142857276,13256831.72857152,10440986.59656091,1.0170604488371595,-0.6984731478695726,-0.9373781112859348,-0.1721427919850633,inf
261,261,38632.0,39314.0,37496.0,38405.0,1258770,2010-01-06,1818.0,227.0,35451.0,34201.0,31360.0,30451.0,36164.857142857145,33648.92857142857,31782.238095238095,31343.964285714286,33234.99702380952,1969.7211671174089,3445.6880180281078,3942.763458600616,3499.2018717727697,0.3223906313831745,-0.3251209971075753,0.3011563708490918,0.6656726385810486,6.0,13.0,20.0,27.0,3879801.4761903672,11872765.91758247,15545383.690476293,12244413.739418056,-1.5101660350307349,-0.4614111522284094,-1.1753161927535143,-0.4788176059340916,8.008810572687224
262,262,38178.0,38632.0,37496.0,37496.0,1040530,2010-01-07,1136.0,682.0,37041.0,34769.0,32724.0,30792.0,36554.42857142857,34379.357142857145,32128.52380952381,31628.035714285714,33672.58630952381,1916.5929716680844,3050.6723497803346,4114.659483104875,3666.364305534781,-0.3491559669427745,-0.32329445418066916,0.13620268078493392,0.5210432950038744,5.0,12.0,19.0,26.0,3673328.619047499,9306601.785714267,16930422.661904875,13442227.220899539,-1.2152149870544704,-0.5013461371814063,-1.4052432671010424,-0.8384778152777996,1.6656891495601174
263,263,38178.0,38405.0,36360.0,36360.0,920810,2010-01-08,2045.0,1818.0,37041.0,34882.5,33178.0,30906.0,36944.0,34931.28571428572,32474.809523809523,31830.964285714286,34045.26488095238,1442.259107557723,2596.201320526438,4151.812069675708,3767.6793769595374,-0.04735405403853405,-0.2677013576429885,-0.06443984657395553,0.38560211336342687,3.0,10.0,17.0,24.0,2080111.3333331996,6740261.296703221,17237543.461904887,14195407.887566209,-1.3466114359659556,-0.49427910528391444,-1.4562586582911408,-1.102618905722063,1.124862486248625
264,264,36360.0,36814.0,35223.0,35678.0,533760,2010-01-11,1591.0,682.0,37041.0,35223.5,33633.0,31133.0,37041.42857142857,35337.07142857143,32853.57142857143,32001.39285714286,34308.36607142857,1305.2633012975384,2175.5376864753707,4058.499939280891,3831.675258211688,0.1846533017414436,-0.06523179322902214,-0.2635665681420013,0.26373176932590175,2.0,9.0,16.0,23.0,1703712.2857141485,4732964.2252746085,16471421.757142995,14681735.284391606,-1.4638178135560302,-0.5581619527563461,-1.3119444370080153,-1.2723987544007629,2.332844574780059
265,265,35451.0,36360.0,34769.0,34996.0,798000,2010-01-12,1591.0,455.0,37041.0,35223.5,34769.0,32042.0,36976.42857142857,35596.78571428572,33264.76190476191,32196.178571428572,34508.53869047619,1405.169842301688,1858.1100066204779,3796.803404243673,3840.6382094412616,-0.038916999064444756,0.28210100181258535,-0.3962186958355063,0.1272698759621682,1.0,6.5,13.5,20.5,1974502.2857141506,3452572.7967031524,14415716.090476343,14750501.855820179,-1.1904348039521182,-0.6423778046014239,-1.0968952990364396,-1.3317782103952966,3.4967032967032967
266,266,34996.0,36587.0,34314.0,36587.0,885630,2010-01-13,2273.0,-1591.0,36587.0,35564.5,34769.0,32951.0,36911.57142857143,35872.71428571428,33697.619047619046,32464.0,34736.47619047619,1412.1528313350104,1676.6532795363653,3620.4270394000787,3877.1586388889464,0.14979692206801928,0.2722735075341038,-0.5892605710434167,-0.021350617417008635,4.0,10.0,17.0,24.0,1994175.6190474862,2811166.2197800493,13107491.947619218,15032359.111111186,-1.250799380367318,-0.560322140738323,-0.7503370168088956,-1.379251709075938,-1.4286612193588937
